"";"x";"freq"
"2698";"Represent";2
"2699";"representative";7
"2700";"representatives";1
"2701";"represents";1
"2702";"reputation";2
"2703";"request";9
"2704";"requested";1
"2705";"requests";13
"2706";"require";4
"2707";"required";23
"2708";"Required";7
"2709";"requirement";10
"2710";"Requirement";2
"2711";"REQUIREMENT";7
"2712";"requirements";55
"2713";"Requirements";13
"2714";"requires";4
"2715";"Requires";1
"2716";"Requirments";1
"2717";"requisites";1
"2718";"research";10
"2719";"Research";2
"2720";"researching";1
"2721";"Resellers";1
"2722";"resets";1
"2723";"resolution";7
"2724";"resolutions";1
"2725";"resolve";5
"2726";"resolved";4
"2727";"resolves";1
"2728";"Resolves";1
"2729";"resolving";1
"2730";"resource";4
"2731";"Resource";1
"2732";"resourceful";1
"2733";"resources";5
"2734";"respect";2
"2735";"respected";2
"2736";"respective";2
"2737";"respond";4
"2738";"responding";1
"2739";"Responds";1
"2740";"response";1
"2741";"responses";3
"2742";"responsibilites";1
"2743";"responsibilities";5
"2744";"Responsibilities";22
"2745";"RESPONSIBILITIES";3
"2746";"responsibility";16
"2747";"Responsibility";12
"2748";"responsible";22
"2749";"Responsible";30
"2750";"ReST";1
"2751";"REST";2
"2752";"restaurants";1
"2753";"result";10
"2754";"Result";1
"2755";"results";18
"2756";"Results";1
"2757";"RESULTS";1
"2758";"resume";6
"2759";"resumes";1
"2760";"retail";3
"2761";"retaining";1
"2762";"retention";3
"2763";"return";2
"2764";"revenue";6
"2765";"review";8
"2766";"Review";5
"2767";"reviewing";3
"2768";"reviews";1
"2769";"revision";6
"2770";"rewarding";1
"2771";"RFI";2
"2772";"RFP";2
"2773";"Rich";1
"2774";"right";7
"2775";"rigorous";1
"2776";"risk";2
"2777";"risks";1
"2778";"RMB12";1
"2779";"RMB6";1
"2780";"road";2
"2781";"roadmap";3
"2782";"roadshows";1
"2783";"robots";1
"2784";"Robots";1
"2785";"robust";2
"2786";"ROI";7
"2787";"role";14
"2788";"Role";4
"2789";"roles";2
"2790";"roll";8
"2791";"rollout";4
"2792";"Root";1
"2793";"RoRWA";2
"2794";"routers";1
"2795";"rules";1
"2796";"run";1
"2797";"running";3
"2798";"runs";1
"2799";"Runs";2
"2800";"RWA";1
"2801";"s";52
"2802";"S";21
"2803";"Safeguarding";4
"2804";"salary";9
"2805";"Salary";1
"2806";"sale";3
"2807";"sales";210
"2808";"Sales";42
"2809";"salesforce";2
"2810";"Salesforce";23
"2811";"same";1
"2812";"sample";1
"2813";"samples";1
"2814";"SAP";64
"2815";"satisfaction";16
"2816";"Satisfaction";1
"2817";"satisfy";1
"2818";"save";1
"2819";"Savings";1
"2820";"savvy";1
"2821";"say";1
"2822";"Scala";2
"2823";"scalable";1
"2824";"scale";1
"2825";"scenario";1
"2826";"scenarios";2
"2827";"schedule";3
"2828";"scheduling";1
"2829";"school";4
"2830";"School";3
"2831";"schools";2
"2832";"science";6
"2833";"Science";5
"2834";"SCM";1
"2835";"SCMO";1
"2836";"scope";4
"2837";"Scope";1
"2838";"Scribe";1
"2839";"Script";1
"2840";"Scripting";2
"2841";"scripts";1
"2842";"SCRM";1
"2843";"sd";1
"2844";"SD";13
"2845";"SDE";2
"2846";"SDK";14
"2847";"SDLC";2
"2848";"SE";4
"2849";"search";2
"2850";"searching";1
"2851";"second";2
"2852";"secondary";2
"2853";"section";2
"2854";"Sector";1
"2855";"secure";1
"2856";"Secure";1
"2857";"security";7
"2858";"see";7
"2859";"seen";2
"2860";"segment";5
"2861";"segmentation";1
"2862";"segments";5
"2863";"Seibel";5
"2864";"seize";2
"2865";"Seldom";2
"2866";"select";1
"2867";"Select";1
"2868";"selected";1
"2869";"selecting";1
"2870";"selection";4
"2871";"Selection";1
"2872";"selections";1
"2873";"self";17
"2874";"Self";5
"2875";"sell";5
"2876";"selling";14
"2877";"SEM";2
"2878";"seminar";1
"2879";"seminars";7
"2880";"send";7
"2881";"sending";2
"2882";"senior";9
"2883";"Senior";2
"2884";"sense";11
"2885";"sensitive";6
"2886";"SEO";1
"2887";"series";1
"2888";"seriously";2
"2889";"serve";1
"2890";"server";11
"2891";"Server";61
"2892";"SERVER";8
"2893";"Server2008";2
"2894";"servers";1
"2895";"Serves";4
"2896";"service";20
"2897";"Service";38
"2898";"services";35
"2899";"Services";6
"2900";"session";1
"2901";"sessions";6
"2902";"set";16
"2903";"Set";6
"2904";"sets";4
"2905";"Sets";1
"2906";"setting";10
"2907";"Setting";2
"2908";"settings";2
"2909";"setup";3
"2910";"several";3
"2911";"Several";2
"2912";"SFDC";3
"2913";"sh";1
"2914";"shall";1
"2915";"Shanghai";18
"2916";"Shanghainese";1
"2917";"share";7
"2918";"Share";1
"2919";"Sharepoint";6
"2920";"SharePoint";11
"2921";"Sharepoint2010";1
"2922";"sharepoints";1
"2923";"sharing";7
"2924";"Sharing";1
"2925";"she";4
"2926";"sheets";1
"2927";"Shenzhen";2
"2928";"shipments";1
"2929";"shooting";2
"2930";"short";7
"2931";"should";5
"2932";"Should";2
"2933";"shows";3
"2934";"Shows";1
"2935";"side";2
"2936";"Siebe";3
"2937";"Siebel";1
"2938";"Sieble";2
"2939";"Siemens";1
"2940";"sign";2
"2941";"SIGNIFICANT";1
"2942";"significantly";2
"2943";"similar";4
"2944";"simple";1
"2945";"simulate";1
"2946";"simultaneously";6
"2947";"Singapore";1
"2948";"single";3
"2949";"SIT";1
"2950";"site";2
"2951";"Sitecore";3
"2952";"sites";6
"2953";"situated";7
"2954";"situation";1
"2955";"situations";2
"2956";"size";3
"2957";"skill";18
"2958";"Skill";1
"2959";"Skilled";1
"2960";"skills";106
"2961";"Skills";9
"2962";"Skillset";2
"2963";"Skype";2
"2964";"SLA";2
"2965";"SLAs";2
"2966";"sleeves";1
"2967";"small";3
"2968";"SME";4
"2969";"smooth";5
"2970";"SMS";1
"2971";"so";3
"2972";"SOA";3
"2973";"SOAP";1
"2974";"social";5
"2975";"Social";3
"2976";"SOCIAL";6
"2977";"socket";3
"2978";"Soft";2
"2979";"software";42
"2980";"Software";1
"2981";"softwares";2
"2982";"solid";1
"2983";"Solid";4
"2984";"solidify";7
"2985";"Solomon";1
"2986";"solution";21
"2987";"Solution";3
"2988";"solutions";44
"2989";"Solutions";3
"2990";"solve";4
"2991";"Solve";1
"2992";"solved";6
"2993";"solver";1
"2994";"solving";10
"2995";"Solving";1
"2996";"someone";2
"2997";"Sonepar";1
"2998";"soon";6
"2999";"SOP";1
"3000";"Sound";1
"3001";"source";3
"3002";"sources";2
"3003";"sourcing";2
"3004";"South";1
"3005";"space";1
"3006";"speak";2
"3007";"speaker";2
"3008";"speaking";4
"3009";"speaks";1
"3010";"special";4
"3011";"SPECIAL";1
"3012";"specialist";2
"3013";"Specialist";4
"3014";"Specialists";1
"3015";"specialized";2
"3016";"specific";4
"3017";"Specific";2
"3018";"specification";3
"3019";"specifications";9
"3020";"specified";1
"3021";"speech";1
"3022";"spend";1
"3023";"spending";2
"3024";"spirit";5
"3025";"SPNs";2
"3026";"spoken";12
"3027";"sponsorship";1
"3028";"spreadsheets";2
"3029";"SpringMVC";1
"3030";"sql";1
"3031";"Sql";1
"3032";"SQl";3
"3033";"SQL";100
"3034";"SQL2008";1
"3035";"SQLite";2
"3036";"SQLServer";4
"3037";"SRM";5
"3038";"SRSS";1
"3039";"SSH";1
"3040";"SSIS";3
"3041";"SSL";2
"3042";"SSRS";20
"3043";"SSU";1
"3044";"st";1
"3045";"staff";13
"3046";"staffing";1
"3047";"staffs";6
"3048";"stakeholder";3
"3049";"stakeholders";14
"3050";"standard";7
"3051";"standards";12
"3052";"starter";4
"3053";"startup";1
"3054";"state";2
"3055";"stated";2
"3056";"statistical";2
"3057";"statistics";2
"3058";"status";4
"3059";"stay";3
"3060";"Stay";1
"3061";"steps";4
"3062";"stick";2
"3063";"still";1
"3064";"stimulate";2
"3065";"stock";4
"3066";"Stock";1
"3067";"Storage";1
"3068";"stores";1
"3069";"Stores";1
"3070";"stories";2
"3071";"story";1
"3072";"straight";1
"3073";"strategic";10
"3074";"Strategic";1
"3075";"strategies";13
"3076";"strategy";39
"3077";"strengthen";6
"3078";"stress";1
"3079";"stretage";6
"3080";"stretch";1
"3081";"Strive";1
"3082";"strong";28
"3083";"Strong";37
"3084";"strongly";1
"3085";"structure";10
"3086";"Structure";1
"3087";"structured";2
"3088";"structuring";2
"3089";"student";6
"3090";"students";4
"3091";"studies";1
"3092";"studio";2
"3093";"Studio";10
"3094";"study";2
"3095";"sub";1
"3096";"subject";2
"3097";"Subject";1
"3098";"subjects";1
"3099";"submission";2
"3100";"submit";1
"3101";"Submit";1
"3102";"submits";1
"3103";"subscription";1
"3104";"subscriptions";1
"3105";"subsidiary";14
"3106";"Subsystem";1
"3107";"succeed";2
"3108";"success";6
"3109";"successes";1
"3110";"successful";13
"3111";"Successful";1
"3112";"successfully";3
"3113";"Successfully";1
"3114";"Succinctly";1
"3115";"such";17
"3116";"sufficient";1
"3117";"sugar";1
"3118";"suggest";1
"3119";"suggestions";1
"3120";"suitable";2
"3121";"Suite";2
"3122";"summaries";1
"3123";"Summary";1
"3124";"SUMMARY";1
"3125";"super";1
"3126";"Super";1
"3127";"Superior";1
"3128";"supervise";1
"3129";"supervision";2
"3130";"Supervision";2
"3131";"Supervisor";1
"3132";"supervisors";1
"3133";"supplier";2
"3134";"suppliers";1
"3135";"Suppliers";1
"3136";"supply";1
"3137";"support";80
"3138";"Support";25
"3139";"supporting";10
"3140";"supports";1
"3141";"Supports";1
"3142";"sure";7
"3143";"surroundings";2
"3144";"suspected";1
"3145";"sustainable";2
"3146";"SVN";1
"3147";"SWEP";3
"3148";"switches";1
"3149";"sycor";6
"3150";"Sycor";20
"3151";"synthesize";2
"3152";"system";77
"3153";"System";6
"3154";"systematic";7
"3155";"systematically";1
"3156";"systems";39
"3157";"Systems";6
"3158";"SZ";2
"3159";"t";1
"3160";"T";3
"3161";"table";1
"3162";"Tableau";2
"3163";"tactical";1
"3164";"tactics";1
"3165";"tail";1
"3166";"Taiwan";3
"3167";"take";17
"3168";"Take";1
"3169";"takes";1
"3170";"talent";1
"3171";"talented";2
"3172";"talk";1
"3173";"target";18
"3174";"targeted";1
"3175";"targeting";1
"3176";"targets";20
"3177";"task";2
"3178";"tasks";18
"3179";"TCP";1
"3180";"TDDs";1
"3181";"TE";1
"3182";"teachers";2
"3183";"teaching";2
"3184";"team";100
"3185";"Team";17
"3186";"teambuilding";1
"3187";"teams";19
"3188";"teamwork";4
"3189";"tech";9
"3190";"technical";40
"3191";"Technical";11
"3192";"TECHNICAL";6
"3193";"technicians";2
"3194";"techniques";5
"3195";"technologies";15
"3196";"technology";10
"3197";"Technology";3
"3198";"Tectura";12
"3199";"Tektronix";1
"3200";"telemarketing";1
"3201";"Telemarketing";1
"3202";"telephone";2
"3203";"Teletech";1
"3204";"template";1
"3205";"templates";2
"3206";"tenders";2
"3207";"term";2
"3208";"Term";1
"3209";"terms";7
"3210";"territories";4
"3211";"territory";4
"3212";"Territory";7
"3213";"test";13
"3214";"Test";1
"3215";"testing";20
"3216";"Testing";1
"3217";"tests";1
"3218";"TFS";1
"3219";"th";1
"3220";"than";7
"3221";"that";46
"3222";"THAT";1
"3223";"the";549
"3224";"The";73
"3225";"THE";4
"3226";"their";27
"3227";"them";7
"3228";"themselves";1
"3229";"there";1
"3230";"thermal";1
"3231";"Thermal";1
"3232";"Thermodynamics";1
"3233";"these";3
"3234";"they";5
"3235";"think";2
"3236";"thinker";3
"3237";"thinking";5
"3238";"Thinking";1
"3239";"third";3
"3240";"Third";1
"3241";"this";11
"3242";"This";11
"3243";"thorough";6
"3244";"thoroughness";2
"3245";"those";4
"3246";"three";3
"3247";"thrives";1
"3248";"through";50
"3249";"Tianjin";7
"3250";"ticket";2
"3251";"ticketing";1
"3252";"tickets";1
"3253";"tier";3
"3254";"Tier";4
"3255";"tiger";2
"3256";"tight";2
"3257";"time";30
"3258";"timelines";2
"3259";"timely";10
"3260";"Timely";2
"3261";"times";3
"3262";"Title";4
"3263";"TMS";5
"3264";"to";644
"3265";"To";45
"3266";"TO";1
"3267";"together";9
"3268";"Tomcat";1
"3269";"tone";1
"3270";"tool";4
"3271";"tools";24
"3272";"Tools";1
"3273";"top";11
"3274";"Top";1
"3275";"Top20";1
"3276";"topics";2
"3277";"tours";1
"3278";"toward";1
"3279";"towards";2
"3280";"track";11
"3281";"Track";5
"3282";"tracking";2
"3283";"trade";8
"3284";"Trade";1
"3285";"tradeshows";2
"3286";"trading";2
"3287";"traditional";3
"3288";"traffic";1
"3289";"Traffic";2
"3290";"train";3
"3291";"Train";1
"3292";"trained";1
"3293";"trainers";1
"3294";"training";45
"3295";"TRAINING";6
"3296";"Trains";1
"3297";"transaction";1
"3298";"transactions";4
"3299";"transfer";2
"3300";"Transfer";1
"3301";"translate";6
"3302";"translated";1
"3303";"translates";2
"3304";"Translating";1
"3305";"translation";1
"3306";"travel";24
"3307";"Travel";2
"3308";"treat";2
"3309";"trend";8
"3310";"trends";8
"3311";"trouble";1
"3312";"Trouble";1
"3313";"troubleshoot";4
"3314";"troubleshooting";6
"3315";"true";1
"3316";"trust";1
"3317";"trusted";2
"3318";"Trustworthy";1
"3319";"trying";1
"3320";"ttingen";3
"3321";"turnaround";2
"3322";"turning";1
"3323";"two";4
"3324";"Type";1
"3325";"Typical";3
"3326";"typically";2
"3327";"UAE";1
"3328";"UAT";2
"3329";"Ultimus";1
"3330";"under";11
"3331";"undergo";2
"3332";"underlying";2
"3333";"Understading";2
"3334";"understand";16
"3335";"Understand";6
"3336";"understanding";17
"3337";"Understanding";5
"3338";"understandings";1
"3339";"understands";1
"3340";"understood";2
"3341";"Unified";3
"3342";"unique";1
"3343";"unit";2
"3344";"Unit";1
"3345";"Units";1
"3346";"Universal";1
"3347";"university";2
"3348";"University";5
"3349";"unstructured";1
"3350";"until";1
"3351";"UNUSUAL";1
"3352";"up";42
"3353";"update";4
"3354";"updates";1
"3355";"updating";1
"3356";"Updating";1
"3357";"upgrade";2
"3358";"upgrades";3
"3359";"upgrading";1
"3360";"upload";1
"3361";"uploading";1
"3362";"upon";6
"3363";"urgency";1
"3364";"us";6
"3365";"Us";2
"3366";"US";1
"3367";"usage";1
"3368";"usages";1
"3369";"use";15
"3370";"used";5
"3371";"user";25
"3372";"User";1
"3373";"User32";1
"3374";"users";32
"3375";"using";15
"3376";"utilities";1
"3377";"utilization";5
"3378";"utilize";1
"3379";"Utilizes";1
"3380";"utilizing";1
"3381";"utmost";2
"3382";"v";2
"3383";"V";1
"3384";"V2011";7
"3385";"V2013";7
"3386";"V2016";7
"3387";"value";10
"3388";"values";1
"3389";"varied";1
"3390";"variety";4
"3391";"various";23
"3392";"varying";1
"3393";"VB";2
"3394";"VBA";2
"3395";"vendor";5
"3396";"vendors";7
"3397";"verbal";19
"3398";"versed";2
"3399";"version";1
"3400";"vertical";5
"3401";"very";1
"3402";"Very";4
"3403";"via";15
"3404";"video";1
"3405";"videos";1
"3406";"view";2
"3407";"View";1
"3408";"virtual";1
"3409";"virtualization";1
"3410";"Visio";2
"3411";"vision";3
"3412";"visit";7
"3413";"visiting";1
"3414";"visits";7
"3415";"Vista";1
"3416";"visual";3
"3417";"Visual";10
"3418";"visualization";1
"3419";"visualizations";1
"3420";"VisualStudio";1
"3421";"VKB";2
"3422";"VM";1
"3423";"VMWare";3
"3424";"volume";1
"3425";"VP";2
"3426";"VPN";1
"3427";"VS2010";1
"3428";"VS2015";1
"3429";"VSS";1
"3430";"VUE";2
"3431";"walkthrough";2
"3432";"Wallet";1
"3433";"Want";2
"3434";"wants";1
"3435";"Warehouse";1
"3436";"warranty";1
"3437";"watch";1
"3438";"water";1
"3439";"WCF";13
"3440";"we";34
"3441";"We";26
"3442";"web";1
"3443";"Web";40
"3444";"WEB";2
"3445";"WebAPI";3
"3446";"Webinars";1
"3447";"weblogic";1
"3448";"Webservice";3
"3449";"WebService";12
"3450";"website";5
"3451";"Website";3
"3452";"websites";1
"3453";"websphare";1
"3454";"wechat";2
"3455";"Wechat";5
"3456";"WeChat";1
"3457";"weekly";2
"3458";"Weekly";2
"3459";"Welcome";1
"3460";"well";29
"3461";"Well";2
"3462";"What";7
"3463";"when";4
"3464";"whenever";1
"3465";"where";31
"3466";"wherever";1
"3467";"which";6
"3468";"while";2
"3469";"whilst";2
"3470";"whisky";1
"3471";"whitepaper";1
"3472";"who";18
"3473";"Who";1
"3474";"whole";1
"3475";"Wholesales";1
"3476";"wide";2
"3477";"will";49
"3478";"Will";2
"3479";"willing";6
"3480";"Willing";6
"3481";"willingness";1
"3482";"Willingness";8
"3483";"win";1
"3484";"Win";2
"3485";"Windows";17
"3486";"winform";2
"3487";"WinForm";2
"3488";"wins";2
"3489";"with";389
"3490";"With";12
"3491";"within";34
"3492";"without";2
"3493";"WMS";3
"3494";"woman";4
"3495";"Word";3
"3496";"WORD";2
"3497";"work";82
"3498";"Work";28
"3499";"workarounds";1
"3500";"workflow";1
"3501";"workflows";3
"3502";"working";44
"3503";"Working";12
"3504";"worklight";1
"3505";"works";9
"3506";"Works";4
"3507";"workshops";2
"3508";"workstation";1
"3509";"world";3
"3510";"worldview";2
"3511";"would";5
"3512";"write";6
"3513";"Writer";2
"3514";"writing";7
"3515";"Writing";1
"3516";"written";43
"3517";"WW";1
"3518";"www";14
"3519";"x";1
"3520";"X";2
"3521";"XML";12
"3522";"XP";1
"3523";"xRM";1
"3524";"XRM";6
"3525";"year";5
"3526";"Year";2
"3527";"years";84
"3528";"you";10
"3529";"You";23
"3530";"Youku";1
"3531";"your";29
"3532";"YOY";1
"3533";"yrs";1
"3534";"Z";1
"3535";"Zoho";1
"3536";"爱好";4
"3537";"安吉尔";4
"3538";"安排";14
"3539";"安全";7
"3540";"安装";2
"3541";"安卓";2
"3542";"按";18
"3543";"按计划";2
"3544";"按时";1
"3545";"按照";10
"3546";"案例";2
"3547";"把";1
"3548";"把握";7
"3549";"吧";1
"3550";"百万";1
"3551";"拜访";7
"3552";"班车";1
"3553";"版";1
"3554";"版本";3
"3555";"版本控制";2
"3556";"办公";1
"3557";"办公设备";2
"3558";"帮助";9
"3559";"包";3
"3560";"包含";10
"3561";"包括";64
"3562";"包装";1
"3563";"保持";4
"3564";"保持良好";8
"3565";"保持一致";1
"3566";"保险";1
"3567";"保障";2
"3568";"保证";2
"3569";"报表";24
"3570";"报告";9
"3571";"报价";6
"3572";"报价单";1
"3573";"抱负";1
"3574";"北京";7
"3575";"备份";2
"3576";"背后";4
"3577";"背景";17
"3578";"被";1
"3579";"本";3
"3580";"本地";4
"3581";"本科";40
"3582";"本科学历";3
"3583";"比";1
"3584";"比较";10
"3585";"比利时";2
"3586";"比如";2
"3587";"必备";1
"3588";"必须";10
"3589";"必要";5
"3590";"必要条件";1
"3591";"毕马威";1
"3592";"毕业";8
"3593";"毕业生";2
"3594";"闭环";1
"3595";"编程";27
"3596";"编程技术";4
"3597";"编辑";5
"3598";"编码";15
"3599";"编写";69
"3600";"编制";2
"3601";"变革";1
"3602";"变更";10
"3603";"标的";1
"3604";"标签";1
"3605";"标书";2
"3606";"标准";8
"3607";"标准化";14
"3608";"标准接口";1
"3609";"表达";9
"3610";"表达能力";39
"3611";"表面";4
"3612";"表现";2
"3613";"并";151
"3614";"并发";2
"3615";"并且";7
"3616";"拨打";1
"3617";"拨入";1
"3618";"博客";1
"3619";"补丁";1
"3620";"补丁包";2
"3621";"补贴";1
"3622";"补助";3
"3623";"捕捉";1
"3624";"不";6
"3625";"不定期";6
"3626";"不断";9
"3627";"不断改进";1
"3628";"不会";1
"3629";"不仅仅";1
"3630";"不少";2
"3631";"不是";1
"3632";"不同";6
"3633";"不限";2
"3634";"不至于";1
"3635";"布局";4
"3636";"布置";6
"3637";"步伐";1
"3638";"部分";2
"3639";"部门";42
"3640";"部门经理";2
"3641";"部署";19
"3642";"材料";1
"3643";"财经";1
"3644";"财务";14
"3645";"财务部门";1
"3646";"财务管理";2
"3647";"财务经理";2
"3648";"财务总监";2
"3649";"采购";4
"3650";"采掘";2
"3651";"采取";6
"3652";"参加";2
"3653";"参考";1
"3654";"参与";92
"3655";"仓库";6
"3656";"操守";5
"3657";"操作";17
"3658";"操作技能";6
"3659";"测量";4
"3660";"测试";51
"3661";"测试报告";2
"3662";"测试方法";1
"3663";"测试计划";2
"3664";"测试人员";3
"3665";"测试用例";4
"3666";"策划";5
"3667";"策略";9
"3668";"层面";2
"3669";"曾经";1
"3670";"插件";16
"3671";"查错";1
"3672";"查看";2
"3673";"查询";4
"3674";"差异";1
"3675";"产品";127
"3676";"产品开发";2
"3677";"产品设计";1
"3678";"产品销售";1
"3679";"产线";1
"3680";"阐述";2
"3681";"尝试";4
"3682";"常见";1
"3683";"常用";10
"3684";"常驻";1
"3685";"厂商";1
"3686";"场景";2
"3687";"畅通";1
"3688";"成";2
"3689";"成本";14
"3690";"成本核算";1
"3691";"成功";10
"3692";"成绩";3
"3693";"成立";1
"3694";"成熟";2
"3695";"成为";4
"3696";"成员";8
"3697";"成长";5
"3698";"成长型";1
"3699";"呈现";2
"3700";"诚恳";1
"3701";"诚信";6
"3702";"承担";22
"3703";"承接";1
"3704";"承受";9
"3705";"程序";2
"3706";"程序代码";1
"3707";"程序开发";4
"3708";"程序设计";1
"3709";"程序修改";2
"3710";"持股";1
"3711";"持续";11
"3712";"持有";7
"3713";"抽取";3
"3714";"抽象思维";1
"3715";"筹划";1
"3716";"出";2
"3717";"出版";2
"3718";"出差";32
"3719";"出行";1
"3720";"出来";1
"3721";"出色";5
"3722";"初创";1
"3723";"初衷";2
"3724";"储备";1
"3725";"储存";1
"3726";"处理";19
"3727";"处置";1
"3728";"触发器";1
"3729";"传播";1
"3730";"传输";1
"3731";"创建";16
"3732";"创新";9
"3733";"创新能力";6
"3734";"创业";2
"3735";"创意";3
"3736";"创造";4
"3737";"创造性";2
"3738";"此";2
"3739";"此类";3
"3740";"从";8
"3741";"从而";1
"3742";"从事";7
"3743";"从业";1
"3744";"促成";1
"3745";"促进";1
"3746";"促使";1
"3747";"存储";10
"3748";"存储系统";1
"3749";"存在";2
"3750";"错误";1
"3751";"搭建";9
"3752";"达成";7
"3753";"答疑";2
"3754";"打印机";1
"3755";"打造";1
"3756";"大";8
"3757";"大多数";2
"3758";"大规模";1
"3759";"大家族";4
"3760";"大连";1
"3761";"大四";1
"3762";"大型";21
"3763";"大型项目";7
"3764";"大学";1
"3765";"大学本科";16
"3766";"大专";6
"3767";"代表";5
"3768";"代理";6
"3769";"代理商";1
"3770";"代码";20
"3771";"带领";9
"3772";"带薪";10
"3773";"担任";4
"3774";"单";2
"3775";"单一";1
"3776";"单元";1
"3777";"单元测试";5
"3778";"但";7
"3779";"当前";1
"3780";"档案";1
"3781";"导师";3
"3782";"导向";14
"3783";"到";15
"3784";"的";1310
"3785";"登陆";1
"3786";"等";228
"3787";"等等";1
"3788";"等级";1
"3789";"底层";1
"3790";"地";6
"3791";"地点";9
"3792";"地区";1
"3793";"地图";1
"3794";"地为";1
"3795";"地址";3
"3796";"第三方";3
"3797";"第四";1
"3798";"点";1
"3799";"电磁场";1
"3800";"电话";9
"3801";"电脑";6
"3802";"电子";2
"3803";"电子科技";1
"3804";"电子商务";4
"3805";"电子邮件";4
"3806";"奠定";1
"3807";"迭代";1
"3808";"订单";2
"3809";"订阅";1
"3810";"定量";1
"3811";"定期";2
"3812";"定时";3
"3813";"定位";3
"3814";"定性";1
"3815";"定义";3
"3816";"定义新";1
"3817";"定制";17
"3818";"东京";1
"3819";"懂";2
"3820";"懂得";1
"3821";"动力工程";1
"3822";"动态";2
"3823";"洞察";6
"3824";"洞察力";1
"3825";"独立";32
"3826";"读";2
"3827";"读写";5
"3828";"读写能力";6
"3829";"端";11
"3830";"短期";2
"3831";"短信";1
"3832";"锻炼";1
"3833";"队列";3
"3834";"对";112
"3835";"对接";4
"3836";"对口";1
"3837";"对齐";1
"3838";"对外部";2
"3839";"对象";2
"3840";"对应";1
"3841";"对于";5
"3842";"多";15
"3843";"多层";4
"3844";"多个";1
"3845";"多任务";2
"3846";"多日";1
"3847";"多条";1
"3848";"多线程";7
"3849";"多种";3
"3850";"多种手段";1
"3851";"而";1
"3852";"二次";1
"3853";"二次开发";21
"3854";"二级";1
"3855";"二年";1
"3856";"发表";2
"3857";"发布";6
"3858";"发到";1
"3859";"发给";1
"3860";"发票";1
"3861";"发送数据";1
"3862";"发现";8
"3863";"发展";23
"3864";"发展趋势";8
"3865";"法定";1
"3866";"法国";2
"3867";"法林瓦";2
"3868";"法资";3
"3869";"翻译";2
"3870";"繁体中文";1
"3871";"反馈";12
"3872";"反应";1
"3873";"反映";1
"3874";"范围";2
"3875";"方";1
"3876";"方案";70
"3877";"方案设计";5
"3878";"方法";5
"3879";"方法论";1
"3880";"方面";15
"3881";"方式";6
"3882";"方为";5
"3883";"方向";16
"3884";"防火墙";2
"3885";"非";9
"3886";"分";1
"3887";"分层";1
"3888";"分发";1
"3889";"分类";3
"3890";"分配";4
"3891";"分析";146
"3892";"分析方法";1
"3893";"分析模型";1
"3894";"分析判断";5
"3895";"分析员";1
"3896";"分享";202
"3897";"纷";1
"3898";"氛围";1
"3899";"丰富";4
"3900";"丰厚";1
"3901";"风格";3
"3902";"风险";7
"3903";"服务";31
"3904";"服务器";8
"3905";"服务中心";1
"3906";"福布斯";1
"3907";"福利";6
"3908";"辅导";1
"3909";"辅助";1
"3910";"负责";190
"3911";"负责管理";1
"3912";"负责人";2
"3913";"阜成门";1
"3914";"复杂";4
"3915";"富有";4
"3916";"该";14
"3917";"改变";2
"3918";"改进";14
"3919";"改善";5
"3920";"改造";1
"3921";"概念";1
"3922";"概述";5
"3923";"概要";4
"3924";"敢于";4
"3925";"刚入";1
"3926";"岗位";33
"3927";"岗位职责";55
"3928";"高";7
"3929";"高度";5
"3930";"高分子";1
"3931";"高级";41
"3932";"高绩效";4
"3933";"高科技";7
"3934";"高强度";12
"3935";"高效";4
"3936";"高效性";3
"3937";"高质量";5
"3938";"歌陆";1
"3939";"个";12
"3940";"个人";7
"3941";"个性化";1
"3942";"各";23
"3943";"各个";4
"3944";"各类";3
"3945";"各式";1
"3946";"各项";1
"3947";"各种";15
"3948";"各种渠道";7
"3949";"给";4
"3950";"给出";7
"3951";"给予";3
"3952";"根据";59
"3953";"跟单";1
"3954";"跟进";8
"3955";"跟踪";11
"3956";"更";13
"3957";"更好";2
"3958";"更佳";3
"3959";"更新";7
"3960";"工";1
"3961";"工程";3
"3962";"工程力学";1
"3963";"工程师";143
"3964";"工单";2
"3965";"工具";24
"3966";"工期";4
"3967";"工业";6
"3968";"工作";361
"3969";"工作餐";1
"3970";"公关活动";1
"3971";"公式";1
"3972";"公司";88
"3973";"公众";5
"3974";"功底";3
"3975";"功能";40
"3976";"功能测试";1
"3977";"功能分析";1
"3978";"功能模块";2
"3979";"功能设计";16
"3980";"功能性";2
"3981";"共事";1
"3982";"共同";1
"3983";"共享";1
"3984";"共性";1
"3985";"贡献";1
"3986";"供应链";1
"3987";"供应商";7
"3988";"沟通";136
"3989";"构架";2
"3990";"构建";8
"3991";"固化";1
"3992";"固资";1
"3993";"故事";1
"3994";"故障";9
"3995";"顾客";5
"3996";"顾问";61
"3997";"关闭";1
"3998";"关键";2
"3999";"关键词";1
"4000";"关键性";3
"4001";"关键字";93
"4002";"关系";24
"4003";"关于";3
"4004";"关注";6
"4005";"观念";4
"4006";"管控";2
"4007";"管理";127
"4008";"管理层";14
"4009";"管理工作";4
"4010";"管理机制";1
"4011";"管理人员";1
"4012";"管理软件";2
"4013";"管理系统";5
"4014";"管理信息系统";1
"4015";"管理员";7
"4016";"广场";1
"4017";"广东话";1
"4018";"广东省";1
"4019";"广州";6
